step,reward_mean,reward_std,kl,loss,n_scored,eval_reward,elapsed_s
470,2.9671,5.4201,0.03163,-0.0441,64,,8278
471,7.6699,5.1415,0.04755,-0.0201,64,,8295
472,2.2204,6.5936,0.03553,0.0086,64,,8313
473,4.3275,7.4299,0.04818,-0.0501,64,,8330
474,5.6121,6.5062,0.05067,-0.0454,64,,8348
475,6.9731,8.4455,0.04133,-0.0170,64,-0.8489,8377
476,2.5403,5.5536,0.03831,-0.0045,64,,8393
477,6.2766,4.9477,0.03362,-0.0348,64,,8409
478,6.1464,5.9275,0.03871,-0.0224,64,,8424
479,7.8428,6.5762,0.03989,-0.0196,64,,8440
480,7.4184,5.5834,0.03369,-0.0131,64,,8456
481,6.8935,4.5706,0.04227,-0.0346,64,,8473
482,4.3897,4.8296,0.06477,-0.0503,64,,8488
483,5.0661,5.8362,0.02760,-0.0221,64,,8505
484,4.9944,6.8893,0.03882,-0.0192,64,,8522
485,2.6299,6.3054,0.04770,-0.0188,64,,8538
486,6.0915,3.7715,0.04842,-0.0466,64,,8554
487,7.9660,4.2324,0.04502,-0.0439,64,,8571
488,7.5834,7.4812,0.03101,-0.0106,64,,8587
489,5.8187,8.0452,0.05966,-0.0584,64,,8604
490,5.9256,4.0192,0.02767,-0.0056,64,,8621
491,8.7248,5.4114,0.04514,-0.0231,64,,8638
492,5.8750,4.9391,0.04019,-0.0203,64,,8655
493,6.3546,6.0403,0.02436,-0.0155,64,,8672
494,9.3191,7.6117,0.02933,-0.0128,64,,8690
495,7.4477,5.2590,0.04393,-0.0141,64,,8707
496,4.3345,7.9843,0.03896,-0.0394,64,,8724
497,4.1683,7.0904,0.03463,-0.0160,64,,8740
498,6.6033,6.6418,0.04382,-0.0117,64,,8756
499,3.2792,9.7287,0.03249,-0.0007,64,,8773
500,2.8917,3.3454,0.04388,-0.0233,64,-0.5885,8803
501,4.5018,7.3623,0.05190,-0.0243,64,,8821
502,5.7351,7.4643,0.03752,-0.0195,64,,8837
503,9.0122,6.7971,0.04265,-0.0066,64,,8854
504,5.5574,8.4240,0.02925,-0.0271,64,,8871
505,6.6426,1.8220,0.04819,-0.0237,64,,8888
506,3.3560,6.8911,0.02793,-0.0170,64,,8904
507,6.6647,3.9132,0.03434,-0.0199,64,,8921
508,5.0197,5.6814,0.04445,0.0063,64,,8938
509,2.9581,5.5529,0.04213,-0.0382,64,,8955
510,9.5528,4.0499,0.03205,-0.0217,64,,8972
511,5.7474,5.1478,0.05734,-0.0592,64,,8990
512,3.8732,8.6335,0.03773,-0.0261,64,,9007
513,6.5897,5.7030,0.04292,-0.0264,64,,9025
514,4.6502,5.8702,0.05267,-0.0338,64,,9042
515,7.0822,6.6664,0.02884,-0.0153,64,,9059
516,3.1536,3.5786,0.05032,-0.0019,64,,9076
517,-0.5410,5.9017,0.02771,-0.0054,64,,9094
518,3.3642,3.9456,0.04012,-0.0295,64,,9112
519,7.8237,6.6709,0.03318,-0.0317,64,,9129
520,5.1701,6.8875,0.02945,-0.0007,64,,9147
521,9.4294,3.8380,0.03350,-0.0057,64,,9164
522,5.7902,5.9203,0.03054,-0.0364,64,,9182
523,6.2158,5.3964,0.03276,-0.0431,64,,9200
524,7.7406,6.8496,0.03275,-0.0238,64,,9218
525,4.7214,5.3317,0.03477,-0.0071,64,-0.7867,9247
526,7.6189,5.1076,0.04482,-0.0605,64,,9264
527,4.0659,6.8938,0.03914,-0.0227,64,,9280
528,8.0115,3.3425,0.05623,-0.0240,64,,9297
529,4.7087,5.6605,0.02878,-0.0072,64,,9314
530,7.0061,5.2321,0.04048,-0.0238,64,,9330
531,0.3310,4.0476,0.03207,0.0084,64,,9346
532,3.7660,4.7905,0.02873,-0.0137,64,,9362
533,7.4350,4.0797,0.02718,-0.0051,64,,9377
534,6.9576,4.9481,0.03782,-0.0569,64,,9393
535,5.6890,7.3659,0.03221,-0.0122,64,,9415
536,7.4920,6.0482,0.02643,-0.0320,64,,9433
537,7.0672,6.8146,0.05023,-0.0000,64,,9449
538,6.5091,5.6721,0.05098,-0.0324,64,,9465
539,-0.2940,5.2647,0.04144,-0.0264,64,,9482
540,8.2094,3.6754,0.03059,-0.0172,64,,9499
541,6.7017,3.3251,0.04788,-0.0186,64,,9515
542,6.4287,6.1445,0.05282,-0.0342,64,,9533
543,7.2614,7.4273,0.03994,-0.0167,64,,9549
544,7.2291,9.2813,0.02776,-0.0120,64,,9566
545,2.8456,5.6509,0.05079,-0.0725,64,,9581
546,2.0369,2.6347,0.05518,-0.0248,64,,9598
547,4.3667,6.3220,0.05599,-0.0198,64,,9615
548,7.2475,3.6895,0.04188,-0.0365,64,,9632
549,8.3509,4.8901,0.04529,-0.0141,64,,9649
550,0.2160,5.1697,0.03118,-0.0237,64,-0.2872,9678
551,5.4684,5.4202,0.04760,-0.0224,64,,9696
552,6.0688,6.8044,0.04726,-0.0340,64,,9713
553,7.8410,5.6066,0.03444,-0.0425,64,,9729
554,5.4036,5.3929,0.04689,-0.0349,64,,9746
555,5.7279,5.9332,0.02434,-0.0107,64,,9762
556,4.5398,5.0838,0.04712,-0.0182,64,,9779
557,2.5387,5.2873,0.04155,0.0064,64,,9795
558,3.0230,7.9172,0.05991,-0.0309,64,,9811
559,9.2990,6.8313,0.03627,-0.0028,64,,9826
560,7.9669,6.0788,0.03483,-0.0457,64,,9843
561,7.7036,5.3788,0.04169,-0.0304,64,,9859
562,5.5028,5.8869,0.05370,-0.0312,64,,9874
563,8.8096,5.3057,0.04217,-0.0026,64,,9891
564,1.3577,5.0135,0.04933,-0.0381,64,,9908
565,7.6101,5.8826,0.04476,-0.0126,64,,9925
566,4.0699,8.7082,0.04553,-0.0337,64,,9941
567,9.2065,5.8227,0.04110,-0.0251,64,,9958
568,7.7751,6.4502,0.04040,-0.0318,64,,9974
569,7.9147,4.8147,0.03400,-0.0178,64,,9991
570,6.9000,7.9365,0.02933,-0.0319,64,,10008
571,6.6546,8.4623,0.04866,-0.0609,64,,10025
572,8.3644,3.5387,0.03519,0.0037,64,,10042
573,2.4858,6.8451,0.03364,-0.0207,64,,10058
574,5.5142,3.3275,0.03879,-0.0125,64,,10074
575,5.0129,4.4287,0.03402,-0.0070,64,-0.4159,10103
576,7.2859,7.7883,0.04189,-0.0249,64,,10120
577,7.6208,4.3708,0.05339,-0.0411,64,,10136
578,4.3374,6.8949,0.02667,0.0130,64,,10152
579,2.3857,8.2108,0.02909,-0.0085,64,,10168
580,8.7851,4.2289,0.04128,-0.0228,64,,10186
581,4.5335,5.1623,0.02717,-0.0122,64,,10202
582,3.2166,5.4422,0.05105,-0.0448,64,,10219
583,5.9751,6.5394,0.04117,-0.0380,64,,10236
584,4.4655,6.9760,0.04188,-0.0332,64,,10253
585,2.3263,3.3606,0.04633,-0.0518,64,,10270
586,7.8125,6.1420,0.03448,-0.0052,64,,10288
587,5.9593,6.3322,0.02908,-0.0160,64,,10305
588,5.1660,7.9414,0.02387,-0.0075,64,,10323
589,8.0778,6.6263,0.04034,-0.0251,64,,10340
590,2.7806,5.0778,0.04613,-0.0300,64,,10358
591,4.8173,5.7493,0.03670,-0.0115,64,,10375
592,5.2941,4.4959,0.05359,-0.0344,64,,10392
593,6.8020,9.0010,0.03461,0.0074,64,,10409
594,6.5670,6.1485,0.03907,-0.0392,64,,10426
595,3.6915,8.0831,0.04748,-0.0196,64,,10442
596,4.2372,6.7170,0.03038,-0.0110,64,,10459
597,5.6186,6.4911,0.03620,-0.0444,64,,10476
598,2.2764,5.4626,0.04111,-0.0339,64,,10493
599,11.3149,6.9526,0.04838,-0.0334,64,,10509
600,6.2356,7.2194,0.05405,-0.0089,64,-0.3105,10539
601,6.0104,6.5570,0.04066,-0.0322,64,,10557
602,4.3689,2.3039,0.03369,-0.0337,64,,10574
603,4.3648,5.2674,0.06323,-0.0104,64,,10591
604,6.3585,4.7286,0.04844,-0.0490,64,,10608
605,5.0332,3.7606,0.05094,-0.0475,64,,10626
606,4.5889,7.8539,0.05521,-0.0721,64,,10644
607,-0.1729,3.7888,0.04754,-0.0426,64,,10663
608,6.7469,7.8288,0.05044,-0.0309,64,,10680
609,4.7638,4.6968,0.04019,-0.0386,64,,10697
610,2.2606,7.6959,0.03979,-0.0341,64,,10714
611,5.4229,5.1543,0.04738,-0.0311,64,,10734
612,6.2215,5.9225,0.06678,-0.0149,64,,10752
613,6.1953,7.5416,0.04653,-0.0186,64,,10769
614,8.8897,7.0857,0.03727,-0.0173,64,,10785
615,7.1518,7.1473,0.03831,-0.0128,64,,10802
616,7.2313,7.7665,0.04098,-0.0179,64,,10818
617,6.7498,7.8506,0.03758,-0.0086,64,,10835
618,3.1998,5.9996,0.04653,-0.0040,64,,10851
619,6.2375,5.0285,0.05645,-0.0473,64,,10868
620,6.6636,7.6221,0.05322,-0.0193,64,,10885
621,9.4698,4.8214,0.02678,0.0036,64,,10902
622,7.6268,6.4685,0.04711,-0.0249,64,,10918
623,5.6361,6.7669,0.06404,-0.0283,64,,10935
624,7.6357,3.1782,0.05587,-0.0448,64,,10951
625,6.2219,6.8493,0.04334,-0.0089,64,-0.1065,10980
626,2.0713,6.4580,0.03350,0.0183,64,,10996
627,1.5871,6.1226,0.03798,-0.0236,64,,11012
628,8.4190,6.2153,0.05575,0.0018,64,,11029
629,8.2485,5.5064,0.04848,0.0110,64,,11045
630,9.4043,7.8999,0.05101,-0.0312,64,,11063
631,5.3448,3.5327,0.02612,-0.0195,64,,11080
632,5.8170,8.3310,0.03427,-0.0143,64,,11096
633,7.4751,5.7529,0.04878,-0.0276,64,,11112
634,6.9903,5.4324,0.05364,-0.0044,64,,11128
635,6.1980,8.4282,0.05286,-0.0329,64,,11144
636,4.5053,5.2203,0.04902,-0.0325,64,,11160
637,4.6587,5.5665,0.06011,-0.0398,64,,11177
638,6.0823,6.1772,0.04814,-0.0140,64,,11194
639,6.4612,4.7534,0.03660,-0.0453,64,,11210
640,6.8227,5.4710,0.04987,-0.0770,64,,11227
641,8.8914,4.2782,0.06743,0.0176,64,,11244
642,2.8895,6.0315,0.03352,-0.0267,64,,11260
643,3.3207,3.7789,0.06833,-0.0362,64,,11276
644,10.9908,5.9183,0.03790,-0.0367,64,,11293
645,9.4085,7.7756,0.03940,-0.0172,64,,11309
646,6.0263,6.3799,0.04913,-0.0191,64,,11325
647,0.6922,4.9345,0.04804,-0.0222,64,,11342
648,6.2147,5.2019,0.03995,-0.0340,64,,11358
649,6.0057,5.1844,0.04500,-0.0593,64,,11376
650,6.3901,6.8677,0.03769,-0.0209,64,-0.1423,11406
651,8.4857,5.4825,0.05153,-0.0378,64,,11425
652,8.0356,3.9233,0.05162,-0.0325,64,,11442
653,7.4182,5.0735,0.06365,-0.0012,64,,11459
654,6.8267,5.9625,0.06661,-0.0398,64,,11476
655,8.7187,7.3135,0.04299,-0.0289,64,,11492
656,8.8387,6.5599,0.04978,-0.0115,64,,11509
657,4.9417,4.2440,0.04182,-0.0214,64,,11526
658,8.4860,7.9780,0.04202,0.0068,64,,11545
659,5.1246,6.8653,0.04464,-0.0198,63,,11562
660,4.3265,4.6590,0.04540,-0.0177,64,,11578
661,5.1276,4.7950,0.05328,-0.0263,64,,11596
662,8.7842,7.2632,0.03213,-0.0184,64,,11614
663,4.5539,4.6396,0.05909,-0.0097,64,,11631
664,4.8178,4.9207,0.06243,0.0035,64,,11648
665,8.3929,6.5370,0.05462,-0.0191,64,,11665
666,5.1715,6.4170,0.06411,-0.0178,64,,11683
667,7.2185,6.2187,0.05454,-0.0306,64,,11700
668,4.6510,4.5067,0.05014,-0.0389,64,,11717
669,8.5760,7.5446,0.05698,-0.0132,64,,11733
670,7.7552,5.8828,0.04682,-0.0127,64,,11751
671,4.9843,4.5298,0.04589,-0.0305,64,,11772
672,6.1262,4.6035,0.04931,-0.0110,64,,11789
673,8.8685,3.2218,0.04438,-0.0144,64,,11807
674,5.5484,6.5918,0.06471,-0.0246,64,,11824
675,6.0823,8.3787,0.04848,-0.0255,64,0.2988,11854
676,7.2242,3.4865,0.04772,-0.0139,64,,11870
677,7.5102,5.8625,0.03319,-0.0239,64,,11888
678,7.1358,6.3642,0.04021,-0.0314,64,,11905
679,2.2851,7.6344,0.06498,-0.0420,64,,11921
680,9.0993,6.3325,0.04725,-0.0431,64,,11937
681,4.8535,2.9062,0.03628,-0.0452,64,,11954
682,4.8570,4.2901,0.05213,-0.0304,64,,11970
683,9.4924,8.8063,0.03844,-0.0224,64,,11988
684,2.9629,5.7513,0.02881,-0.0218,64,,12005
685,6.5611,2.7221,0.04700,-0.0285,64,,12021
686,6.3582,6.6064,0.04751,-0.0405,64,,12037
687,1.6934,7.8729,0.06584,-0.0481,64,,12053
688,4.8832,3.9855,0.04226,-0.0148,64,,12072
689,6.6991,6.1375,0.05142,-0.0299,64,,12090
690,8.6198,6.9035,0.05747,-0.0490,64,,12108
691,7.4934,6.6524,0.04657,-0.0080,64,,12125
692,6.1496,7.8693,0.04447,0.0198,64,,12141
693,6.6685,7.2707,0.05130,-0.0456,64,,12157
694,5.6529,6.6835,0.04211,-0.0133,64,,12174
695,7.2520,6.4436,0.05639,-0.0145,64,,12190
696,6.5152,5.1418,0.05017,-0.0260,64,,12206
697,6.1911,4.7294,0.03434,-0.0427,64,,12222
698,11.0256,3.2225,0.04687,-0.0492,64,,12239
699,5.0786,6.8806,0.04072,-0.0214,64,,12256
700,7.5177,6.3917,0.06237,-0.0497,64,0.2272,12284
701,3.8350,6.4510,0.04950,-0.0213,64,,12302
702,8.5381,4.2471,0.05550,-0.0403,64,,12319
703,1.3153,6.3316,0.03882,-0.0339,64,,12335
704,4.6557,6.1424,0.05959,-0.0168,64,,12351
705,8.2098,4.8288,0.04381,0.0086,64,,12367
706,7.2788,7.2266,0.04754,-0.0192,64,,12384
707,7.8884,7.2513,0.06313,-0.0239,64,,12401
708,4.8858,4.7340,0.05448,-0.0607,64,,12418
709,3.2243,3.6430,0.04585,-0.0462,64,,12434
710,5.2014,4.0448,0.05638,-0.0215,64,,12450
711,2.6498,6.7451,0.05515,-0.0199,64,,12466
712,8.9105,8.2674,0.03088,-0.0181,64,,12482
713,8.1945,7.0115,0.03893,-0.0168,64,,12498
714,8.3193,3.9012,0.03863,-0.0328,64,,12516
715,8.4404,3.7319,0.04514,-0.0763,64,,12533
716,10.1309,8.6271,0.05186,-0.0069,64,,12550
717,8.5173,4.1813,0.06170,-0.0743,64,,12566
718,7.8413,6.4773,0.06241,-0.0230,64,,12584
719,6.4239,10.3737,0.04773,-0.0141,64,,12601
720,3.6100,6.8792,0.05676,-0.0334,64,,12617
721,7.0854,5.1569,0.03696,-0.0379,64,,12633
722,5.4364,7.6502,0.06785,-0.0341,64,,12649
723,3.2906,4.8047,0.06325,-0.0123,64,,12667
724,7.5689,4.3330,0.05254,-0.0319,64,,12684
725,5.8967,6.9360,0.04047,-0.0002,64,0.0499,12716
726,7.3816,7.3814,0.04586,-0.0011,64,,12733
727,4.4169,3.4378,0.06690,-0.0429,64,,12750
728,6.4966,6.8947,0.03158,-0.0136,64,,12767
729,3.7736,5.7973,0.04763,-0.0510,64,,12784
730,6.4291,5.6907,0.04144,-0.0345,64,,12801
731,6.3025,4.2745,0.04703,-0.0472,64,,12818
732,8.0282,5.4170,0.04210,-0.0110,64,,12834
733,6.9132,7.5806,0.05552,-0.0241,64,,12852
734,6.6156,6.5246,0.04460,-0.0390,64,,12869
735,3.8863,5.3393,0.03530,-0.0029,64,,12887
736,3.8742,3.1440,0.05964,-0.0286,64,,12904
737,5.4327,4.0172,0.05354,-0.0201,64,,12920
738,10.7928,4.9396,0.04073,-0.0068,64,,12937
739,8.0325,8.6708,0.04080,-0.0161,64,,12954
740,4.7313,4.7162,0.05109,-0.0031,64,,12973
741,5.6346,6.9026,0.04287,-0.0130,64,,12992
742,5.1097,10.2136,0.05265,-0.0283,64,,13010
743,10.7658,6.2315,0.05883,-0.0209,64,,13027
744,7.9853,6.4108,0.04920,-0.0050,64,,13046
745,8.4702,5.3396,0.04570,-0.0171,64,,13063
746,5.8133,6.6182,0.04195,-0.0200,64,,13080
747,6.1961,8.2144,0.05214,-0.0161,64,,13096
748,7.6628,7.5594,0.03419,-0.0163,64,,13114
749,7.0437,6.6104,0.06081,-0.0382,64,,13132
750,5.8338,4.4986,0.03702,-0.0175,64,0.3995,13162
751,5.7674,4.7867,0.07061,0.0002,64,,13180
752,7.2021,4.7688,0.05286,-0.0103,64,,13197
753,0.5175,3.9096,0.05871,-0.0057,64,,13216
754,10.9486,6.1191,0.05011,-0.0404,64,,13232
755,6.2948,8.1017,0.06688,-0.0272,64,,13251
756,9.0795,4.8514,0.06106,-0.0151,64,,13267
757,6.6905,4.9072,0.05747,-0.0438,64,,13285
758,6.3494,5.8020,0.02622,-0.0152,64,,13303
759,5.5800,6.1532,0.05639,-0.0303,64,,13319
760,2.6128,6.2903,0.04528,-0.0384,64,,13336
761,5.8035,6.8089,0.06540,-0.0403,64,,13353
762,7.6171,3.1680,0.06741,-0.0387,64,,13369
763,7.3869,7.0906,0.04857,-0.0426,64,,13386
764,9.7512,5.4637,0.05307,-0.0174,64,,13403
765,4.5484,5.6840,0.05783,-0.0150,64,,13420
766,5.4178,9.2347,0.03834,0.0252,64,,13436
767,9.1535,5.6392,0.05863,-0.0209,64,,13453
768,2.4894,5.5910,0.05322,-0.0177,64,,13471
769,5.2149,6.3507,0.03593,-0.0517,64,,13490
770,12.0320,8.1903,0.04447,0.0013,64,,13508
771,6.6895,6.2101,0.05271,-0.0374,64,,13526
772,6.5564,6.0070,0.05418,-0.0120,64,,13547
773,5.7631,4.9261,0.06261,-0.0237,64,,13567
774,8.4005,4.4964,0.06448,-0.0192,64,,13587
775,6.9884,6.6670,0.05147,-0.0306,64,0.5519,13619
776,3.6395,4.2324,0.03714,-0.0344,64,,13635
777,4.2563,3.7706,0.06201,-0.0271,64,,13652
778,6.1307,6.2411,0.05503,-0.0269,64,,13667
779,9.1570,6.5886,0.04563,-0.0241,64,,13683
780,11.1927,8.4457,0.03365,0.0094,64,,13699
781,7.5704,5.3592,0.05902,-0.0136,64,,13714
782,8.0566,6.0651,0.06229,-0.0355,64,,13730
783,10.4825,7.3892,0.03442,-0.0080,64,,13746
784,8.5393,5.9396,0.03326,-0.0164,64,,13762
785,4.3451,6.2825,0.03806,-0.0122,64,,13778
786,4.7608,6.6652,0.04138,-0.0200,64,,13795
787,5.9898,6.1721,0.04211,-0.0425,64,,13811
788,9.0346,5.0360,0.05350,-0.0298,64,,13827
789,9.7516,6.6526,0.05643,-0.0188,64,,13844
790,6.3468,7.3550,0.04943,-0.0165,64,,13861
791,10.2535,5.8369,0.06347,-0.0481,64,,13881
792,5.4545,5.5144,0.06303,0.0116,64,,13899
793,6.0709,5.7133,0.05238,-0.0509,64,,13917
794,2.7919,4.1473,0.04747,-0.0442,64,,13933
795,2.3096,7.7002,0.04786,-0.0597,64,,13950
796,7.6762,3.5282,0.06747,-0.0591,64,,13967
797,2.7149,9.7240,0.06559,-0.0500,64,,13984
798,7.8050,5.4401,0.04277,-0.0291,64,,14002
799,7.2965,6.2593,0.05554,-0.0225,64,,14019
800,6.9470,6.1033,0.05818,-0.0503,64,0.2869,14049
801,1.8962,6.3485,0.05847,-0.0231,64,,14067
802,5.3609,6.6413,0.05084,-0.0411,63,,14084
803,4.0272,6.3872,0.05049,-0.0344,64,,14101
804,3.6350,4.8663,0.05243,-0.0343,64,,14117
805,5.0600,10.0507,0.03899,-0.0045,64,,14132
806,5.7838,3.2212,0.04105,-0.0383,64,,14149
807,7.8888,6.2080,0.06007,-0.0390,64,,14165
808,6.9966,5.1776,0.04853,-0.0447,64,,14181
809,7.8150,5.8093,0.05415,-0.0552,64,,14198
810,3.8243,6.8457,0.06627,-0.0655,63,,14214
811,5.4966,5.6422,0.03436,-0.0077,64,,14230
812,7.2057,5.9333,0.05022,-0.0396,64,,14245
813,7.0987,3.2470,0.05924,-0.0272,64,,14262
814,7.4808,6.9538,0.04665,-0.0048,64,,14278
815,4.3129,8.5807,0.05637,-0.0217,64,,14296
816,7.3077,5.8683,0.04416,-0.0238,64,,14313
817,6.1301,4.9264,0.04379,-0.0382,64,,14330
818,6.7421,6.1051,0.05180,-0.0281,64,,14348
819,7.4512,4.9740,0.05977,-0.0319,64,,14367
820,4.8953,6.6837,0.04895,-0.0137,64,,14384
821,6.9955,7.7354,0.05423,-0.0254,64,,14402
822,4.1473,4.8831,0.04981,-0.0096,64,,14421
823,6.5782,2.6949,0.05083,-0.0076,64,,14440
824,2.9804,3.9004,0.07785,-0.0669,64,,14458
825,6.8030,7.4354,0.03352,-0.0101,64,0.4136,14490
826,2.9355,5.9784,0.05635,-0.0373,64,,14508
827,9.5600,4.6680,0.04740,-0.0263,64,,14526
828,6.5071,7.1451,0.04512,-0.0187,64,,14544
829,4.1708,3.3547,0.05625,-0.0429,64,,14564
830,2.8244,6.1298,0.05708,-0.0086,64,,14583
831,7.6833,5.0463,0.05326,-0.0251,64,,14601
832,6.7856,6.3566,0.04786,-0.0267,64,,14621
833,9.8723,7.2661,0.05122,0.0033,64,,14639
834,9.1902,6.9127,0.06346,0.0104,64,,14656
835,7.5563,3.3494,0.05082,-0.0220,64,,14675
836,7.0299,4.8076,0.03972,-0.0213,64,,14693
837,4.4936,5.0222,0.04254,-0.0257,64,,14712
838,8.0355,6.3688,0.05006,-0.0119,64,,14732
839,5.2295,5.9470,0.04940,-0.0315,64,,14749
840,4.7592,7.1911,0.04753,-0.0284,64,,14766
841,6.3878,8.9041,0.06659,-0.0083,64,,14784
842,4.9493,5.9966,0.06020,-0.0099,64,,14804
843,6.3011,4.4158,0.04988,-0.0330,64,,14823
844,4.4116,7.7917,0.05105,-0.0216,64,,14841
845,4.1022,5.1558,0.05903,-0.0112,64,,14858
846,7.1999,6.7781,0.05352,-0.0343,64,,14876
847,7.7647,7.6119,0.06842,-0.0077,64,,14893
848,5.5876,5.0670,0.04082,-0.0080,64,,14911
849,2.3476,8.9591,0.05581,-0.0158,64,,14927
850,6.3402,4.8380,0.04044,-0.0286,64,0.8229,14958
851,4.6847,4.4333,0.07083,-0.0276,64,,14976
852,9.0991,6.5152,0.06806,-0.0130,64,,14996
853,6.7982,3.5478,0.06931,-0.0588,64,,15017
854,5.1965,5.8377,0.04731,0.0286,64,,15034
855,4.0731,4.6159,0.06025,-0.0304,63,,15052
856,4.0110,7.3523,0.03646,-0.0110,64,,15070
857,6.1370,7.5425,0.05069,0.0044,64,,15088
858,8.3327,4.8590,0.04486,-0.0255,64,,15106
859,5.4204,7.7016,0.05560,-0.0299,64,,15124
860,4.2536,6.2654,0.06556,-0.0028,64,,15143
861,7.9635,3.5514,0.04597,-0.0211,64,,15161
862,4.6220,5.7120,0.04655,-0.0360,64,,15179
863,2.6948,5.1346,0.07111,-0.0433,64,,15197
864,6.4965,6.2169,0.05858,-0.0249,64,,15215
865,7.4929,6.5739,0.03657,-0.0136,64,,15233
866,7.0181,3.2917,0.05355,-0.0422,64,,15251
867,6.6022,7.2516,0.04748,-0.0154,64,,15269
868,8.1057,3.7444,0.06661,-0.0162,64,,15287
869,3.6803,4.5215,0.04531,-0.0241,64,,15305
870,6.3580,6.8880,0.05407,-0.0275,64,,15324
871,4.7189,6.6914,0.04330,-0.0059,64,,15342
872,3.5066,4.6351,0.05548,-0.0316,64,,15359
873,4.0378,7.2256,0.04767,-0.0133,64,,15376
874,8.7686,6.5603,0.06253,-0.0332,64,,15394
875,5.3547,5.1881,0.07511,-0.0570,64,0.6470,15424
876,3.4215,4.7859,0.03969,-0.0106,64,,15442
877,6.9397,4.5484,0.04634,-0.0187,64,,15460
878,9.4823,8.8019,0.05153,-0.0151,64,,15478
879,5.5188,5.8413,0.04457,-0.0282,64,,15495
880,6.1392,4.5667,0.05188,-0.0374,64,,15513
881,7.2663,5.5082,0.05899,-0.0303,64,,15530
882,4.1322,3.0227,0.02126,0.0100,64,,15549
883,6.5754,4.7236,0.06698,-0.0093,64,,15568
884,5.3446,5.2409,0.06236,-0.0151,64,,15585
885,6.0804,6.0997,0.05160,-0.0322,64,,15608
886,8.9323,4.4752,0.05476,-0.0011,64,,15626
887,2.2195,6.4558,0.05477,-0.0362,64,,15645
888,6.5887,8.8592,0.03878,0.0091,64,,15664
889,5.7773,7.1831,0.06323,-0.0159,64,,15682
890,12.5273,6.8368,0.05056,-0.0416,64,,15700
891,3.8393,5.2863,0.04798,-0.0371,64,,15720
892,6.2721,4.6007,0.05204,-0.0320,64,,15739
893,5.4831,6.9852,0.03953,-0.0260,64,,15758
894,3.0030,5.4920,0.05369,-0.0293,64,,15777
895,4.1208,6.6664,0.05080,-0.0057,64,,15796
896,9.5947,7.1342,0.05365,-0.0154,64,,15815
897,6.9695,3.7879,0.07987,-0.0195,64,,15833
898,8.2229,6.9926,0.05876,-0.0575,64,,15851
899,7.7207,7.6590,0.04652,-0.0210,64,,15869
900,5.6168,4.1545,0.04980,-0.0282,64,0.9803,15901
901,7.1742,6.4264,0.05781,-0.0212,64,,15920
902,2.9079,7.4506,0.05863,-0.0336,64,,15938
903,7.5624,6.4117,0.04497,-0.0334,64,,15957
904,6.8048,5.4835,0.06119,-0.0200,64,,15974
905,5.2594,6.8911,0.05326,-0.0310,64,,15993
906,7.9292,6.7305,0.06920,-0.0090,64,,16011
907,7.2990,1.9980,0.05513,-0.0537,64,,16029
908,6.4496,6.7237,0.06195,-0.0254,64,,16046
909,4.0925,3.2332,0.05903,-0.0331,64,,16065
910,5.4116,7.0048,0.05904,-0.0490,64,,16083
911,4.8611,5.2737,0.04454,-0.0166,64,,16102
912,11.6122,8.9031,0.06761,-0.0142,63,,16121
913,8.9776,7.9088,0.05903,-0.0301,64,,16139
914,8.0481,7.5133,0.05362,-0.0400,64,,16156
915,7.5747,6.1123,0.07109,-0.0442,64,,16174
916,3.0784,6.5311,0.06400,-0.0244,64,,16192
917,4.7893,6.4561,0.04912,-0.0240,64,,16210
918,9.5212,6.4557,0.04714,-0.0055,64,,16227
919,0.3726,4.7198,0.04628,-0.0544,64,,16245
920,8.5410,6.9647,0.05232,-0.0090,64,,16263
921,8.3277,5.2536,0.06605,-0.0209,64,,16280
922,6.2461,7.3251,0.08200,-0.0370,64,,16298
923,5.2507,6.3807,0.05543,0.0015,64,,16316
924,8.1994,4.2463,0.04913,-0.0164,64,,16334
925,7.5195,5.3073,0.06631,-0.0352,64,1.1180,16367
926,3.6798,2.5058,0.06822,-0.0557,64,,16385
927,5.2788,5.4629,0.06429,-0.0202,64,,16403
928,10.5340,8.2267,0.04899,-0.0168,64,,16420
929,7.4271,5.1588,0.04659,-0.0254,64,,16438
930,8.2350,6.3410,0.05262,-0.0090,64,,16455
931,6.8678,8.4257,0.05331,-0.0143,64,,16472
932,5.1639,5.3491,0.05758,-0.0465,64,,16490
933,7.5027,3.0824,0.08444,-0.0298,64,,16509
934,10.2853,5.5821,0.04420,-0.0208,64,,16529
935,6.6233,6.5218,0.08628,-0.0337,64,,16546
936,4.3416,3.5869,0.06251,-0.0173,64,,16564
937,7.9851,8.8177,0.04228,-0.0227,64,,16583
938,6.0398,3.5406,0.06469,-0.0319,64,,16601
939,4.2731,5.7848,0.06863,-0.0031,64,,16619
940,6.2786,5.9865,0.04047,-0.0164,64,,16638
941,4.1649,6.3598,0.04898,-0.0185,64,,16657
942,5.1748,6.9023,0.03983,-0.0255,64,,16675
943,6.9966,5.7505,0.04396,-0.0493,64,,16693
944,6.1793,5.6603,0.06359,-0.0316,64,,16711
945,9.1400,6.0165,0.04704,-0.0404,64,,16729
946,6.2429,6.1324,0.04984,-0.0277,64,,16747
947,4.0270,6.2315,0.05424,-0.0147,64,,16765
948,6.4110,7.5717,0.05366,-0.0330,64,,16784
